,name,handedness,height,weight,avg,HR,weight_height
387,Bill Fahey,L,72,200,0.241,7,1.0380952381
388,Doug Camilli,R,71,195,0.199,18,0.92380952381
389,Bernie Allen,L,72,175,0.239,73,0.8
390,Bruce Bochy,R,75,205,0.239,26,1.28571428571
391,Gary Ignasiak,R,71,185,0.0,0,0.828571428571
392,Claudell Washington,L,72,190,0.278,164,0.942857142857
393,John Donaldson,L,71,160,0.238,4,0.590476190476
394,Mike Smithson,L,80,215,0.0,0,1.71428571429
395,John Mayberry,L,75,215,0.253,255,1.38095238095
396,Ken Reitz,R,72,180,0.26,68,0.847619047619
397,Amos Otis,R,71,165,0.277,193,0.638095238095
398,Gene Alley,R,70,160,0.254,55,0.52380952381
399,Ted Sizemore,R,70,165,0.262,23,0.571428571429
400,Dan Briggs,L,72,180,0.195,12,0.847619047619
401,Joe Skalski,R,75,190,0.0,0,1.14285714286
402,Doug Flynn,R,71,165,0.238,7,0.638095238095
403,Bert Bradley,B,73,190,0.0,0,1.00952380952
404,Ken Holtzman,R,74,175,0.163,2,0.933333333333
405,Pete Ward,L,73,185,0.254,98,0.961904761905
406,Kevin Bell,R,72,195,0.222,13,0.990476190476
407,Tom Nieto,R,73,193,0.205,5,1.0380952381
408,Duke Sims,L,74,197,0.239,100,1.14285714286
409,Larvell Blanks,R,68,167,0.253,20,0.457142857143
410,Francisco Barrios,R,71,155,0.0,0,0.542857142857
411,Mike Davis,L,74,175,0.259,91,0.933333333333
412,Jerry Reuss,L,77,200,0.167,1,1.37142857143
413,Steve Yeager,R,72,190,0.228,102,0.942857142857
414,Danny Goodwin,L,73,195,0.236,13,1.05714285714
415,Bud Harrelson,B,71,160,0.236,7,0.590476190476
416,Bob Knepper,L,75,195,0.137,6,1.19047619048
417,Mickey Rivers,L,70,165,0.295,61,0.571428571429
418,Jim Northrup,L,75,190,0.267,153,1.14285714286
419,John Hale,L,74,195,0.201,14,1.12380952381
420,Reggie Ritter,L,74,195,0.0,0,1.12380952381
421,Pedro Garcia,R,70,175,0.22,37,0.666666666667
422,Carl Yastrzemski,L,71,175,0.285,452,0.733333333333
423,Bob Babcock,R,77,210,0.0,0,1.46666666667
424,Craig Eaton,R,71,175,0.0,0,0.733333333333
425,Derrel Thomas,B,72,160,0.249,43,0.657142857143
426,Art Howe,R,74,190,0.26,43,1.07619047619
427,Ike Brown,R,72,190,0.256,20,0.942857142857
428,Howie Goss,R,76,204,0.216,11,1.34285714286
429,Glenn Borgmann,R,76,210,0.229,16,1.4
430,Lamar Johnson,R,74,215,0.287,64,1.31428571429
431,Julio Gonzalez,R,71,162,0.235,4,0.609523809524
432,Bobby Klaus,R,70,170,0.208,6,0.619047619048
433,Manny Sanguillen,R,72,193,0.296,65,0.971428571429
434,Gates Brown,L,71,220,0.257,84,1.1619047619
435,Johnny Ray,B,71,170,0.29,53,0.685714285714
436,Jesus Alou,R,74,190,0.28,32,1.07619047619
437,Ken Landreaux,L,70,165,0.268,91,0.571428571429
438,Enos Cabell,R,76,170,0.277,60,1.01904761905
439,Roy Branch,R,72,175,0.0,0,0.8
440,Billy North,B,71,185,0.261,20,0.828571428571
441,Juan Beniquez,R,71,150,0.274,79,0.495238095238
442,Frank Fernandez,R,72,185,0.199,39,0.895238095238
443,Bombo Rivera,R,70,187,0.265,10,0.780952380952
444,Steve Brye,R,72,190,0.258,30,0.942857142857
445,Ron Jackson,R,72,200,0.259,56,1.0380952381
446,Roger Metzger,B,72,165,0.231,5,0.704761904762
447,Rufino Linares,R,72,170,0.27,11,0.752380952381
448,Ray Webster,L,72,185,0.244,17,0.895238095238
449,Bob Kearney,R,72,190,0.233,27,0.942857142857
450,Fergie Jenkins,R,77,205,0.165,13,1.41904761905
451,Dick Dietz,R,73,195,0.261,66,1.05714285714
452,Ted Cox,R,75,195,0.245,10,1.19047619048
453,Bobby Mitchell,L,70,170,0.243,3,0.619047619048
454,Bobby Mitchell,R,75,185,0.235,21,1.09523809524
455,Barry Evans,R,73,180,0.251,2,0.914285714286
456,Mickey Brantley,R,70,180,0.259,32,0.714285714286
457,Al Gallagher,R,72,180,0.263,11,0.847619047619
458,Rob Woodward,R,75,185,0.0,0,1.09523809524
459,Hector Cruz,R,71,170,0.225,39,0.685714285714
460,Fred Norman,B,68,155,0.125,0,0.342857142857
461,Woody Woodward,R,74,180,0.236,1,0.980952380952
462,Ted Martinez,R,72,165,0.24,7,0.704761904762
463,Jim Anderson,R,72,170,0.218,13,0.752380952381
464,Lenn Sakata,R,69,160,0.23,25,0.457142857143
465,Dave Duncan,R,74,190,0.214,109,1.07619047619
466,Randy Jones,R,72,178,0.132,0,0.828571428571
467,Dick Billings,R,73,195,0.227,16,1.05714285714
468,Bob Veselic,R,72,175,0.0,0,0.8
469,Bruce Bochte,L,75,195,0.282,100,1.19047619048
470,Bernie Carbo,L,71,173,0.264,96,0.714285714286
471,Vic Davalillo,L,67,150,0.279,36,0.228571428571
472,Burt Hooton,R,73,210,0.123,4,1.2
473,Chuck Hockenbery,B,73,195,0.0,0,1.05714285714
474,Bob Ferris,R,78,225,0.0,0,1.67619047619
475,Fernando Gonzalez,R,70,165,0.235,17,0.571428571429
476,Jim Sundberg,R,72,190,0.248,95,0.942857142857
477,Andy Kosco,R,75,205,0.236,73,1.28571428571
478,Steve Huntz,B,73,204,0.206,16,1.14285714286
479,Gary Wheelock,R,75,205,0.0,0,1.28571428571
480,Lenny Faedo,R,72,170,0.251,5,0.752380952381
481,John Lowenstein,L,72,175,0.253,116,0.8
482,Don Kessinger,B,73,170,0.252,14,0.819047619048
483,Joe Hague,L,72,195,0.239,40,0.990476190476
484,Bake McBride,L,74,190,0.299,63,1.07619047619
485,Dick Davis,R,75,190,0.265,27,1.14285714286
486,Richie Scheinblum,B,73,180,0.263,13,0.914285714286
487,Ed Herrmann,L,73,195,0.24,80,1.05714285714
488,Mike Rochford,L,76,205,0.0,0,1.35238095238
489,Jeff Schneider,B,75,195,0.0,0,1.19047619048
490,Bob Molinaro,L,72,190,0.264,14,0.942857142857
491,Mike Hegan,L,73,188,0.242,53,0.990476190476
492,Mike Diaz,R,74,195,0.247,31,1.12380952381
493,Tim Foli,R,72,179,0.251,25,0.838095238095
494,Alan Knicely,R,72,190,0.213,12,0.942857142857
495,Tim Laudner,R,75,212,0.225,77,1.35238095238
496,Jose Morales,R,71,187,0.287,26,0.847619047619
497,Luis Encarnacion,R,70,178,0.0,0,0.695238095238
498,Rick Kreuger,R,74,185,0.0,0,1.02857142857
499,Juan Marichal,R,72,185,0.165,4,0.895238095238
500,Vida Blue,B,72,189,0.104,4,0.933333333333
501,Angel Moreno,L,69,165,0.0,0,0.504761904762
502,Roger Weaver,R,75,190,0.0,0,1.14285714286
503,Stan Papi,R,72,170,0.218,7,0.752380952381
504,Rob Wilfong,L,73,180,0.248,39,0.914285714286
505,Chris Knapp,R,77,195,0.0,0,1.32380952381
506,Steve Henderson,R,74,190,0.28,68,1.07619047619
507,Rob Picciolo,R,74,185,0.234,17,1.02857142857
508,Don Welchel,R,76,205,0.0,0,1.35238095238
509,Randy Wiles,L,73,185,0.0,0,0.961904761905
510,Roberto Pena,R,68,170,0.245,13,0.485714285714
511,Bob Dernier,R,72,160,0.255,23,0.657142857143
512,Bill Melton,R,74,200,0.253,160,1.17142857143
513,Albert Hall,B,71,155,0.251,5,0.542857142857
514,Barbaro Garbey,R,70,170,0.267,11,0.619047619048
515,John Milner,L,72,185,0.249,131,0.895238095238
516,Rich Reese,L,75,185,0.253,52,1.09523809524
517,Chris Bando,B,72,195,0.227,27,0.990476190476
518,Bill Buckner,L,72,185,0.289,174,0.895238095238
519,Jack Hiatt,R,74,190,0.251,22,1.07619047619
520,Nelson Mathews,R,76,195,0.223,22,1.25714285714
521,Larry Lintz,B,69,150,0.227,0,0.361904761905
522,Ron Theobald,R,68,165,0.248,2,0.438095238095
523,Dewey Robinson,R,72,180,0.0,0,0.847619047619
524,Rafael Santana,R,73,165,0.246,13,0.771428571429
525,Jerry Hairston,B,70,170,0.258,30,0.619047619048
526,Tony Arnold,R,71,170,0.0,0,0.685714285714
527,Jeff Schattinger,L,77,200,0.0,0,1.37142857143
528,Ike Brookens,R,77,170,0.0,0,1.08571428571
529,Tommie Aaron,R,75,190,0.229,13,1.14285714286
530,Steve Dillard,R,73,180,0.243,13,0.914285714286
531,Win Remmerswaal,R,74,160,0.0,0,0.790476190476
532,Jeff Peterek,R,74,195,0.0,0,1.12380952381
533,George Scott,R,74,200,0.268,271,1.17142857143
534,Jeff Shaver,R,75,195,0.0,0,1.19047619048
535,Ken Walters,R,73,180,0.231,11,0.914285714286
536,Gorman Thomas,R,74,210,0.225,268,1.26666666667
537,Paul Dade,R,73,185,0.27,10,0.961904761905
538,Darrell Porter,L,72,193,0.247,188,0.971428571429
539,Tim Johnson,L,73,170,0.223,0,0.819047619048
540,Fred Stanley,R,70,165,0.216,10,0.571428571429
541,Larry Bowa,B,70,155,0.26,15,0.47619047619
542,Tim Corcoran,L,71,175,0.27,12,0.733333333333
543,Jim Spencer,L,74,195,0.25,146,1.12380952381
544,Pete LaCock,L,74,200,0.257,27,1.17142857143
545,Carl Morton,R,72,200,0.156,7,1.0380952381
546,Gary Gray,R,72,187,0.24,24,0.914285714286
547,Matty Alou,L,69,160,0.307,31,0.457142857143
548,Pete Filson,B,74,195,0.0,0,1.12380952381
549,Jim Dwyer,L,70,165,0.26,77,0.571428571429
550,Dalton Jones,L,73,180,0.235,41,0.914285714286
551,Rennie Stennett,R,71,160,0.274,41,0.590476190476
552,Jim Gideon,R,75,190,0.0,0,1.14285714286
553,Jerry May,R,74,190,0.234,15,1.07619047619
554,Rich McKinney,R,71,185,0.225,20,0.828571428571
555,Clint Hurdle,L,75,195,0.259,32,1.19047619048
556,Mike Andrews,R,75,195,0.258,66,1.19047619048
557,Bobby Clark,R,72,190,0.239,19,0.942857142857
558,Jeff Twitty,L,74,185,0.0,0,1.02857142857
559,Cliff Johnson,R,76,215,0.258,196,1.44761904762
560,Steve Cummings,B,74,200,0.0,0,1.17142857143
561,Donn Clendenon,R,76,209,0.274,159,1.39047619048
562,Charlie James,R,73,195,0.255,29,1.05714285714
563,Bob Horner,R,73,195,0.277,218,1.05714285714
564,Tom Veryzer,R,73,175,0.241,14,0.866666666667
565,Jose Cecena,R,71,180,0.0,0,0.780952380952
566,George Smith,R,70,170,0.205,9,0.619047619048
567,Jim Essian,R,74,195,0.244,33,1.12380952381
568,Onix Concepcion,R,66,160,0.239,3,0.257142857143
569,Boots Day,L,69,160,0.256,8,0.457142857143
570,Brian Giles,R,73,165,0.228,10,0.771428571429
571,Garry Maddox,R,75,175,0.285,117,1.0
572,Alex Trevino,R,70,165,0.249,23,0.571428571429
573,Jim Price,R,72,192,0.214,18,0.961904761905
574,Felix Millan,R,71,172,0.279,22,0.704761904762
575,Steve Garvey,R,70,192,0.294,272,0.828571428571
576,Don Mincher,L,75,205,0.249,200,1.28571428571
577,Greg Erardi,R,73,190,0.0,0,1.00952380952
578,Jim Farr,R,73,195,0.0,0,1.05714285714
579,Tony Cloninger,R,72,210,0.192,11,1.13333333333
580,Jim Gosger,L,71,185,0.226,30,0.828571428571
581,Chuck Harrison,R,70,185,0.238,17,0.761904761905
582,Mike Ivie,R,75,205,0.269,81,1.28571428571
583,Frank Dimichele,R,75,205,0.0,0,1.28571428571
584,Bob Veale,B,78,212,0.114,0,1.55238095238
585,Marvell Wynne,L,71,175,0.247,40,0.733333333333
586,Dusty Baker,R,74,183,0.278,242,1.00952380952
587,Tucker Ashford,R,73,195,0.218,6,1.05714285714
588,Ned Yost,R,73,190,0.212,16,1.00952380952
589,Bob Stinson,B,71,180,0.25,33,0.780952380952
590,Mike Warren,R,73,175,0.0,0,0.866666666667
591,Gaylord Perry,R,76,205,0.131,6,1.35238095238
592,Dave Marshall,L,73,182,0.246,16,0.933333333333
593,Mickey Hatcher,R,74,200,0.28,38,1.17142857143
594,Roger Repoz,L,75,190,0.224,82,1.14285714286
595,Bill Fulton,R,75,195,0.0,0,1.19047619048
596,John Orsino,R,75,215,0.249,40,1.38095238095
597,Larry Anderson,R,75,190,0.0,0,1.14285714286
598,Johnny Briggs,L,73,190,0.253,139,1.00952380952
599,Craig Mitchell,R,75,180,0.0,0,1.04761904762
600,Dave Hostetler,R,76,215,0.229,37,1.44761904762
601,Bob Jones,L,74,195,0.221,20,1.12380952381
602,Keith Hernandez,L,72,180,0.296,162,0.847619047619
603,Alfredo Martinez,R,75,185,0.0,0,1.09523809524
604,Dean Chance,R,75,200,0.066,0,1.2380952381
605,Willie Upshaw,L,72,185,0.262,123,0.895238095238
606,Dick Green,R,70,180,0.24,80,0.714285714286
607,Dane Iorg,L,72,180,0.276,14,0.847619047619
608,Richie Hebner,L,73,195,0.276,203,1.05714285714
609,Fran Healy,R,77,220,0.25,20,1.5619047619
610,Doc Edwards,R,74,215,0.238,15,1.31428571429
611,Sandy Alomar,B,69,140,0.245,13,0.266666666667
612,Joe Strain,R,70,169,0.25,1,0.609523809524
613,Gene Richards,L,72,175,0.29,26,0.8
614,Buddy Bell,R,73,180,0.279,201,0.914285714286
615,Al Woods,L,75,190,0.271,35,1.14285714286
616,Rudy Law,L,73,165,0.271,18,0.771428571429
617,Joel Davis,L,77,205,0.0,0,1.41904761905
618,Jody Davis,R,76,192,0.245,127,1.22857142857
619,Mike Edwards,R,70,154,0.25,2,0.466666666667
620,Bill Mooneyham,R,72,175,0.0,0,0.8
621,John Hobbs,R,75,190,0.0,0,1.14285714286
622,Deron Johnson,R,74,200,0.244,245,1.17142857143
623,John Denny,R,75,185,0.17,0,1.09523809524
624,Don Wert,R,70,162,0.242,77,0.542857142857
625,Mike Fiore,L,72,175,0.227,13,0.8
626,Miguel Dilone,B,72,160,0.265,6,0.657142857143
627,Greg Luzinski,R,73,220,0.276,307,1.29523809524
628,Bobby Tolan,L,71,170,0.265,86,0.685714285714
629,Karl Best,R,76,190,0.0,0,1.20952380952
630,Steve Barr,L,76,200,0.0,0,1.30476190476
631,Ron Woods,R,70,168,0.233,26,0.6
632,Tony Horton,R,75,210,0.268,76,1.33333333333
633,Randy Hundley,R,71,170,0.236,82,0.685714285714
634,Jose Tartabull,L,71,165,0.261,2,0.638095238095
635,Ben Oglivie,L,74,160,0.273,235,0.790476190476
636,Luis Sanchez,R,74,170,0.0,0,0.885714285714
637,Bob Johnson,R,70,175,0.272,44,0.666666666667
638,Don Buford,B,67,160,0.264,93,0.32380952381
639,Duane Kuiper,L,72,175,0.271,1,0.8
640,Brant Alyea,R,75,215,0.247,38,1.38095238095
641,Jerry Narron,L,75,205,0.211,21,1.28571428571
642,Lou Johnson,R,71,170,0.258,48,0.685714285714
643,Ken Retzer,L,72,185,0.264,14,0.895238095238
644,Mike Brown,R,74,195,0.265,23,1.12380952381
645,Mike Brown,R,74,195,0.0,0,1.12380952381
646,Greg Walker,L,75,205,0.26,113,1.28571428571
647,Terry Harper,R,76,195,0.253,36,1.25714285714
648,Jerry Royster,R,72,165,0.249,40,0.704761904762
649,Steve Davis,L,73,195,0.0,0,1.05714285714
650,Jeff Rineer,L,76,205,0.0,0,1.35238095238
651,Barry Bonnell,R,75,190,0.272,56,1.14285714286
652,Tom Seaver,R,73,195,0.154,12,1.05714285714
653,Jerry Martin,R,73,195,0.251,85,1.05714285714
654,Bill Stein,R,70,170,0.267,44,0.619047619048
655,Joel Youngblood,R,72,180,0.265,80,0.847619047619
656,Reggie Jackson,L,72,195,0.262,563,0.990476190476
657,Sonny Jackson,L,69,150,0.251,7,0.361904761905
658,Mark Mercer,L,77,220,0.0,0,1.5619047619
659,Rodney Scott,B,72,160,0.236,3,0.657142857143
660,Rich Coggins,L,68,170,0.265,12,0.485714285714
661,Phil Gagliano,R,73,180,0.238,14,0.914285714286
662,Jerry McNertney,R,72,180,0.237,27,0.847619047619
663,Mitchell Page,L,74,205,0.266,72,1.21904761905
664,Kiko Garcia,R,71,180,0.239,12,0.780952380952
665,Larry Milbourne,B,72,161,0.254,11,0.666666666667
666,Bill Sudakis,B,73,190,0.234,59,1.00952380952
667,John Caneira,R,75,180,0.0,0,1.04761904762
668,Domingo Ramos,R,70,154,0.24,8,0.466666666667
669,Ron Oester,B,74,185,0.265,42,1.02857142857
670,Glenn Adams,L,73,180,0.28,34,0.914285714286
671,Clint Zavaras,R,73,175,0.0,0,0.866666666667
672,Joe Morgan,L,67,160,0.271,268,0.32380952381
673,R.J. Reynolds,B,72,190,0.267,35,0.942857142857
674,Mike Parrott,R,76,210,0.0,0,1.4
675,Lee Thomas,L,74,195,0.255,106,1.12380952381
676,Ray Fosse,R,74,215,0.256,61,1.31428571429
677,Paul Popovich,B,72,175,0.233,14,0.8
678,John Stephenson,L,71,180,0.216,12,0.780952380952
679,Doug Clemens,L,72,180,0.229,12,0.847619047619
680,Luis Aponte,R,72,185,0.0,0,0.895238095238
681,Orlando Mercado,R,72,180,0.199,7,0.847619047619
682,Charley Smith,R,73,170,0.239,69,0.819047619048
683,Paul Boris,R,74,200,0.0,0,1.17142857143
684,Buddy Biancalana,B,71,160,0.205,6,0.590476190476
685,De Wayne Buice,R,72,170,0.0,0,0.752380952381
686,Bob Uecker,R,73,190,0.2,14,1.00952380952
687,Felix Torres,R,71,165,0.254,27,0.638095238095
688,Steve Braun,L,70,180,0.271,52,0.714285714286
689,Ray Knight,R,73,185,0.271,84,0.961904761905
690,Ty Cline,L,72,170,0.238,6,0.752380952381
691,Thad Bosley,L,75,175,0.272,20,1.0
692,Bobby Grich,R,74,180,0.266,224,0.980952380952
693,Jimmie Hall,L,72,175,0.254,121,0.8
694,John Boccabella,R,73,195,0.219,26,1.05714285714
695,Brock Davis,L,70,160,0.26,1,0.52380952381
696,Mark Esser,R,73,190,0.0,0,1.00952380952
697,Curt Blefary,L,74,195,0.237,112,1.12380952381
698,Daryl Smith,R,76,185,0.0,0,1.1619047619
699,Dave Smith,R,73,190,0.0,0,1.00952380952
700,Mack Jones,L,73,180,0.252,133,0.914285714286
701,Buddy Bradford,R,71,170,0.226,52,0.685714285714
702,Hosken Powell,L,73,175,0.259,17,0.866666666667
703,Dave Stapleton,L,73,185,0.0,0,0.961904761905
704,Dave Stapleton,R,73,178,0.271,41,0.895238095238
705,Gary Ward,R,74,195,0.276,130,1.12380952381
706,Jim Lonborg,R,77,200,0.136,3,1.37142857143
707,Joe Lis,R,72,175,0.233,32,0.8
708,Dan Meyer,L,71,180,0.253,86,0.780952380952
709,Jim Holt,L,72,180,0.265,19,0.847619047619
710,Tom Klawitter,R,74,190,0.0,0,1.07619047619
711,Larry Herndon,R,75,190,0.274,107,1.14285714286
712,Gary Christenson,L,77,200,0.0,0,1.37142857143
713,Jim Wright,R,77,205,0.0,0,1.41904761905
714,Jim Wright,R,73,165,0.0,0,0.771428571429
715,Wallace Johnson,B,72,173,0.255,5,0.780952380952
716,Mike Kinnunen,L,73,185,0.0,0,0.961904761905
717,Eddie Leon,R,72,170,0.236,24,0.752380952381
718,Dave Rajsich,L,77,175,0.0,0,1.13333333333
719,Jim Wohlford,R,71,175,0.26,21,0.733333333333
720,J.R. Richard,R,80,222,0.168,10,1.78095238095
721,Bill Voss,L,74,160,0.227,19,0.790476190476
722,Keith Moreland,R,72,190,0.279,121,0.942857142857
723,Ramon Pena,R,70,155,0.0,0,0.47619047619
724,Alex Johnson,R,72,205,0.288,78,1.08571428571
725,Wayne Krenchicki,L,73,180,0.266,15,0.914285714286
726,Chico Escarrega,R,71,185,0.0,0,0.828571428571
727,Dave Rosello,R,71,160,0.236,10,0.590476190476
728,Cardell Camper,R,75,208,0.0,0,1.31428571429
729,Paul Schaal,R,71,165,0.244,57,0.638095238095
730,Tito Landrum,R,71,175,0.249,13,0.733333333333
731,Dave Edwards,R,72,170,0.237,14,0.752380952381
732,Mario Guerrero,R,70,155,0.257,7,0.47619047619
733,Tom Tresh,B,73,180,0.245,153,0.914285714286
734,Mike Overy,R,74,190,0.0,0,1.07619047619
735,Ron Roenicke,B,72,180,0.238,17,0.847619047619
736,Doug Griffin,R,72,160,0.245,7,0.657142857143
737,Steve Blass,R,72,165,0.172,1,0.704761904762
738,Johnnie LeMaster,R,74,165,0.222,22,0.838095238095
739,Craig Chamberlain,R,73,190,0.0,0,1.00952380952
740,Nate Oliver,R,70,160,0.226,2,0.52380952381
741,Ray Sadecki,L,71,180,0.191,5,0.780952380952
742,Ken Rudolph,R,73,180,0.213,6,0.914285714286
743,Wayne Nordhagen,R,74,205,0.282,39,1.21904761905
744,Biff Pocoroba,B,70,175,0.257,21,0.666666666667
745,Len Matuszek,L,74,190,0.234,30,1.07619047619
746,Frank Eufemia,R,71,185,0.0,0,0.828571428571
747,Joe Lefebvre,L,70,170,0.258,31,0.619047619048
748,Jim Maloney,L,74,190,0.201,7,1.07619047619
749,Andre Robertson,R,70,155,0.251,5,0.47619047619
750,Jerry Zimmerman,R,74,185,0.204,3,1.02857142857
751,Jack Lazorko,R,71,200,0.0,0,0.971428571429
752,Mike Paxton,R,71,190,0.0,0,0.87619047619
753,Chet Lemon,R,72,190,0.273,215,0.942857142857
754,Rickey Keeton,R,74,190,0.0,0,1.07619047619
755,Phil Mankowski,L,72,180,0.264,8,0.847619047619
756,Cleon Jones,R,72,185,0.281,93,0.895238095238
757,Joaquin Andujar,B,72,170,0.127,5,0.752380952381
758,Mike Lum,L,72,180,0.247,90,0.847619047619
759,Johnny Grubb,L,75,175,0.278,99,1.0
760,Curt Motton,R,68,164,0.213,25,0.428571428571
761,Johnny Bench,R,73,197,0.267,389,1.07619047619
762,Dale Berra,R,72,180,0.236,49,0.847619047619
763,Terry Felton,R,73,180,0.0,0,0.914285714286
764,Bob Meacham,B,73,175,0.236,8,0.866666666667
765,Mark Clear,R,76,200,0.0,0,1.30476190476
766,Carl Warwick,R,70,170,0.248,31,0.619047619048
767,Sam Bowens,R,73,188,0.223,45,0.990476190476
768,George Wright,B,71,180,0.245,42,0.780952380952
769,Luis Aguayo,R,69,173,0.236,37,0.580952380952
770,Hal Lanier,R,74,180,0.228,8,0.980952380952
